questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
personReturnedHome,Radio,0,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.returnedHome,Est-ce que {{nickname}} est retourn{{gender:é/ée/é(e)}} au domicile ({{address}}) la journée du {{journeyDate}}?,Did {{nickname}} return home ({{address}}) on {{journeyDate}}?,Est-ce que vous êtes retourn{{gender:é/ée/é(e)}} au domicile ({{address}}) la journée du {{journeyDate}}?,Have you returned home ({{address}}) on {{journeyDate}}?,customLabels={{personReturnedHomeCustomLabel}},,returnedHomeConditional,,returnedHomeCustomChoices,,,,,,,,,"Custom choices because it has the departure place type in the labels

FIXME: personOutOfTerritory : implication · Issue #45 · chairemobilite/od_mtl"
personOutOfTerritoryMembers,Checkbox,0,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.outOfTerritoryMembers,Quels autres membres du ménage étaient eux-aussi absents du domicile toute la journée ?,Which other household members were also away from home all day?,,,,,outOfTerritoryMembersConditional,personOutOfTerritoryMembersCustomValidation,outOfTerritoryMembersCustomChoices,,,,,,,,,Custom choices because it is the household members
tripsIntro_save,NextButton,TRUE,tripsIntro,,tripsIntro.save,Continuer,Continue,,,,,,,,,,,,,,,,
tripsIntroOutro,InfoText,TRUE,tripsIntro,,tripsIntroOutro,__Vos réponses serviront à évaluer l'usage et l'achalandage des réseaux routiers et de transport collectif et demeureront entièrement confidentielles.__,__Your answers will be used to assess how road and public transit networks are used and will remain entirely confidential.__,,,,,,,,,,,TRUE,,,,,
activePersonTitle,Builtin,TRUE,visitedPlaces,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**’s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,TRUE,,,,,
buttonSwitchPerson,Builtin,TRUE,visitedPlaces,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personVisitedPlacesTitle,Builtin,TRUE,visitedPlaces,,personVisitedPlacesTitle,"Lieux où {{nickname}} est allé{{gender:/e/(e)/(e)}} le {{journeyDates}} :
L'ordre chronologique doit être respecté.","Places {{nickname}} went on {{journeyDates}}:
Chronological order must be respected (i.e. sequence matters).","Lieux où vous êtes allé{{gender:/e/(e)/(e)}} le {{journeyDates}} :
L'ordre chronologique doit être respecté.","Places you went on {{journeyDates}}:
Chronological order must be respected (i.e. sequence matters).",,,,,,,,,TRUE,,,,,
personVisitedPlacesMap,Builtin,TRUE,visitedPlaces,,visitedPlacesMap,Carte des déplacements de **{{nickname}}** le {{journeyDates}} :,Map of **{{nickname}}**’s trips on {{journeyDates}}:,Carte de vos déplacements le {{journeyDates}} :,Map of your trips on {{journeyDates}}:,,,,,,,,,,,,,,
personVisitedPlaces,Builtin,TRUE,visitedPlaces,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.visitedPlaces,,,,,,,,,,,,,,,,,,
visitedPlaceActivityCategory,Builtin,TRUE,visitedPlaces,personVisitedPlaces,activityCategory,Activité principale à ce lieu{{reminderText}},Main activity carried out at this location{{reminderText}},,,,,,,,,,,,,,,,
visitedPlaceActivity,Builtin,TRUE,visitedPlaces,personVisitedPlaces,activity,Spécifier :,Specify :,,,,,,,,,,,,,,,,
visitedPlaceOnTheRoadPreviousPlaceActivity,Builtin,TRUE,visitedPlaces,personVisitedPlaces,onTheRoadPreviousPlaceActivity,Quel endroit était le point de départ des déplacements sur la route de {{nickname}}?,Where did {{nickname}} begin their work trip on the road?,Quel endroit était le point de départ de vos déplacements sur la route?,Where did you begin your work trip on the road?,,,,,,,,,,,,,,
visitedPlacePreviousWorkPlaceName,Builtin,TRUE,visitedPlaces,personVisitedPlaces,previousWorkPlace.name,**Nom ou adresse** du **lieu habituel de travail** de {{nickname}},**Name or address** of {{nickname}}'s **usual place of work**,**Nom ou adresse** de votre **lieu habituel de travail**,**Name or address** of your **usual place of work**,,,,,,,,,,,,,,
visitedPlacePreviousWorkPlaceGeography,Builtin,TRUE,visitedPlaces,personVisitedPlaces,previousWorkPlace.geography,"Veuillez localiser le **lieu de travail habituel** de {{nickname}}
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate the **usual place of work** for {{nickname}}
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__","Veuillez localiser votre **lieu de travail habituel**.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate your **usual place of work**.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__",,,,,,,,,,,,,,
visitedPlaceAlreadyVisited,Builtin,TRUE,visitedPlaces,personVisitedPlaces,alreadyVisitedBySelfOrAnotherHouseholdMember,"Avez-vous déjà localisé ce lieu?
__Dans l'entrevue de {{nickname}} ou dans celles des autres membres du ménage.__","Did you previously locate this place on the map?
__In {{nickname}}'s travel diary or that of another household member.__",Avez-vous déjà localisé ce lieu?,Did you previously locate this place on the map?,,,alreadyVisitedPlaceCustomConditional,,yesNo,,,,TRUE,,,,,
visitedPlaceShortcut,Builtin,TRUE,visitedPlaces,personVisitedPlaces,shortcut,Veuillez choisir le lieu dans la liste des lieux déjà localisés:,Please select this place from the list of previously located places:,,,,,,,,,,,,,,,,
visitedPlaceName,Builtin,TRUE,visitedPlaces,personVisitedPlaces,name,Nom ou adresse du lieu,Name or address of the place,,,,,,,,,,,,,,,,
visitedPlaceGeography,Builtin,TRUE,visitedPlaces,personVisitedPlaces,geography,"Position sur la carte
__Localisez le lieu en le recherchant par son nom ou son adresse, ou en naviguant, zoomant et cliquant sur la carte. Une fois localisé, vous pouvez déplacer le point pour plus de précision.__","Location on the map
__Locate the place by searching for its name or address, or by navigating, zooming and clicking on the map. Once located, you can move the pin for greater accuracy.__",,,,,,,,,,,,,,,,
visitedPlacePreviousPreviousDepartureTime,Builtin,TRUE,visitedPlaces,personVisitedPlaces,_previousPreviousDepartureTime,À quelle heure {{nickname}} a-t-{{gender :il/elle/iel/il(-elle)}} quitté le lieu précédent ({{visitedPlaceDescription}}) avant de se rendre à son lieu habituel de travail?,At what time did {{nickname}} leave the previous location ({{visitedPlaceDescription}}) before going to {{gender:his/her/their/their}} usual work place?,À quelle heure avez-vous quitté le lieu précédent ({{visitedPlaceDescription}}) avant de vous rendre à votre lieu habituel de travail?,At what time did you leave the previous location ({{visitedPlaceDescription}}) before going to your usual work place?,,,,,,,,,,,,,,
visitedPlacePreviousArrivalTime,Builtin,TRUE,visitedPlaces,personVisitedPlaces,_previousArrivalTime,À quelle heure {{nickname}} est-{{gender :il/elle/iel/il(-elle)}} arriv{{gender :é/ée/é(e)/é(e)}} au lieu précédent ({{visitedPlaceDescription}}) avant de débuter ses déplacements sur la route?,At what time did {{nickname}} arrive at the previous location ({{visitedPlaceDescription}}) before starting {{gender :his/her/their/their}} trips on the road?,À quelle heure êtes-vous arriv{{gender:é/ée/é(e)/é(e)}} au lieu précédent ({{visitedPlaceDescription}}) avant de débuter vos déplacements sur la route?,At what time did you arrive at the previous location ({{visitedPlaceDescription}}) before starting your trips on the road?,,,,,,,,,,,,,,
visitedPlacePreviousDepartureTime,Builtin,TRUE,visitedPlaces,personVisitedPlaces,_previousDepartureTime,À quelle heure {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} quitté le lieu précédent ({{previousVisitedPlaceDescription}})?{{reminderText}},At what time did {{nickname}} leave the previous location ({{previousVisitedPlaceDescription}})?{{reminderText}},À quelle heure avez-vous quitté le lieu précédent ({{previousVisitedPlaceDescription}})?{{reminderText}},At what time did you leave the previous location ({{previousVisitedPlaceDescription}})?{{reminderText}},,,,,,,,,,,,,,
visitedPlaceArrivalTime,Builtin,TRUE,visitedPlaces,personVisitedPlaces,arrivalTime,{{nickname}} est arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:{{reminderText}},{{nickname}} arrived {{atPlace}} at:{{reminderText}},Vous êtes arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:{{reminderText}},You arrived {{atPlace}} at:{{reminderText}},,,,,,,,,,,,,,Voir l'onglet libellés pour des traductions en lien avec l'activité (sur la route et promenade)
visitedPlaceNextPlaceCategory,Builtin,TRUE,visitedPlaces,personVisitedPlaces,nextPlaceCategory,"Après avoir été {{atPlace}}, {{nickname}} est…{{reminderText}}
__Si {{nickname}} a quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête qu'{{gender :il/elle/iel/il(-elle)}} y est rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, {{nickname}}…{{reminderText}}
__If {{nickname}} left this place after 4 AM the following day, please consider for the purposes of the survey that they stayed there until the next day and select the appropriate answer.__","Après avoir été {{atPlace}}, vous êtes…{{reminderText}}
__Si vous avez quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête que vous y êtes rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, you…{{reminderText}}
__If you left this place after 4 AM the following day, please consider for the purposes of the survey that you stayed there until the next day and select the appropriate answer.__",,,,,,,,,,,,,,
visitedPlaceOnTheRoadNextPlaceCategory,Builtin,TRUE,visitedPlaces,personVisitedPlaces,onTheRoadNextPlaceCategory,À quel endroit {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} terminé ses déplacements sur la route?,Where did {{nickname}} end their trips on the road?,À quel endroit avez-vous terminé vos déplacements sur la route?,Where did you end your trips on the road?,,,,,,,,,,,,,,
visitedPlaceDepartureTime,Builtin,TRUE,visitedPlaces,personVisitedPlaces,departureTime,{{nickname}} a quitté {{place}} à:{{reminderText}},{{nickname}} left {{place}} at:{{reminderText}},Vous avez quitté {{place}} à:{{reminderText}},You left {{place}} at:{{reminderText}},,,,,,,,,,,,,,Voir l'onglet libellés pour des traductions en lien avec l'activité (sur la route et promenade)
buttonSaveVisitedPlace,Builtin,TRUE,visitedPlaces,personVisitedPlaces,visitedPlacesSave,Confirmer,Confirm,,,,,,,,,,,,,,,,
buttonCancelVisitedPlace,Builtin,TRUE,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonDeleteVisitedPlace,Builtin,TRUE,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonVisitedPlacesConfirmNextSection,Builtin,TRUE,visitedPlaces,,visitedPlaces.save,Confirmer les lieux et continuer,Confirm locations and continue,,,,,lastPlaceEnteredCustomConditional,,,,,,,,,,,
activePersonTitle,Builtin,TRUE,segments,,,,,,,,,,,,,,,TRUE,,,,,
buttonSwitchPerson,Builtin,TRUE,segments,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personTripsTitle,Builtin,TRUE,segments,,personTripsTitle,Déplacements de {{nickname}} le {{journeyDates}},Trips made by {{nickname}} on {{journeyDates}},Vos déplacements le {{journeyDates}},Trips you made on {{journeyDates}},,,,,,,,,TRUE,,,,,
personVisitedPlacesMap,Builtin,TRUE,segments,,segmentsMap,Carte des déplacements de **{{nickname}}** le {{journeyDate}}:,Map of **{{nickname}}**’s trips on {{journeyDate}}:,Carte de vos déplacements le {{journeyDate}}:,Map of your trips on {{journeyDate}}:,,,,,,,,,,,,,,
personTrips,Builtin,TRUE,segments,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.trips,,,,,,,,,,,,,,,,,,
segmentIntro,Builtin,TRUE,segments,personTrips,segmentsIntro,"Veuillez indiquer tous les modes de transport utilisés pour effectuer ce déplacement (de {{originName}} vers {{destinationName}}), dans l'ordre chronologique:{{prefilledSegmentNote}}","Please indicate all modes of transportation used for this trip (from {{originName}} to {{destinationName}}), in chronological order:{{prefilledSegmentNote}}",,,,,,,,,,,,,,,,
segments,Builtin,TRUE,segments,personTrips,segments,Mode de transport,Mode of transport,,,,,,,,,,,,,,,,
segmentSameModeAsReverseTrip,Builtin,TRUE,segments,segments,sameModeAsReverseTrip,Même mode que le déplacement précédent ({{previousMode}}),Same mode as the previous trip ({{previousMode}}),,,,,,,,,,,,,,,,
segmentModePre,Builtin,TRUE,segments,segments,modePre,,,,,,,,,,,,,,,,,,
segmentMode,Builtin,TRUE,segments,segments,mode,,,,,,,,,,,,,,,,,,
segmentPaidForParking,Radio,VRAI,segments,segments,paidForParking,Stationnement payant?,Paid parking,,,,,isCarDriverAndShouldShowPaidParkingCustomConditional,,paidForParkingChoices,,,,TRUE,,,,,
segmentVehicleOccupancy,RadioNumber,VRAI,segments,segments,vehicleOccupancy,"Personne(s) dans le véhicule
__Inclure le ou la conducteur.trice et toute autre personne, qu’elle fasse partie ou non de votre ménage, peu importe leur âge (enfants inclus).__","Persons in the vehicle
__Include the driver and any other person, whether or not they are part of your household, regardless of their age (including children).__",,,"min=1
max=5
overMaxAllowed",,isCarDriverCustomConditional,,vehicleOccupancyExtraChoices,,,,TRUE,,,,,
segmentDriver,Builtin,TRUE,segments,segments,driver,Qui conduisait ?,Who drove?,,,,,,,,,,,TRUE,,,,,
segmentSubwayStationStart,Custom,TRUE,segments,segments,subwayStationStart,**Station d'embarquement** (au départ) : ,**Boarding station** (when entering the metro):,,,,,subwayConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentSubwayStationEnd,Custom,TRUE,segments,segments,subwayStationEnd,**Station de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the metro):,,,,,subwayConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentSubwayStationsTransfer,Radio,TRUE,segments,segments,subwayStationsTransfer,**Station(s) de transfert** :,**Transfer station(s)**:,,,,,subwayTransferCustomConditional,,subwayStationsTransferCustomChoices,,,,TRUE,,,,,
segmentSubwayLine,Radio,TRUE,segments,segments,subwayLine,**Ligne empruntée** entre Berri-UQAM et Lionel Groulx,**Line taken** between BerriUQAM and Lionel-Groulx,,,,,subwayLineConditional,,subwayLineChoices,,,,TRUE,,,,,
segmentTrainStationStart,Custom,TRUE,segments,segments,trainStationStart,**Gare d'embarquement** (au départ) : ,**Boarding station** (when getting onto the train),,,,,trainConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentTrainStationEnd,Custom,TRUE,segments,segments,trainStationEnd,**Gare de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the train),,,,,trainConditional,trainCustomValidation,,,,,TRUE,,,,,"Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
FIXME Validations: segmentTrainStationEnd : trainValidation · Issue #20 · chairemobilite/od_mtl"
segmentRemStationStart,Custom,TRUE,segments,segments,remStationStart,**Station d'embarquement** (au départ) : ,**Boarding station** (when entering the REM),,,,,remConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentRemStationEnd,Custom,TRUE,segments,segments,remStationEnd,**Station de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the REM),,,,,remConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentPlaneStationStart,Radio,TRUE,segments,segments,planeStationStart,Aéroport de départ,Departure airport,,,,,isPlaneAndSegmentOriginInTerritoryCustomConditional,,planeStationChoices,,,,TRUE,,,,,
segmentIntercityRailStationStart,Radio,TRUE,segments,segments,intercityRailStationStart,Gare de départ,Boarding station (departure),,,,,isIntercityRailAndSegmentOriginInTerritoryCustomConditional,,intercityRailStationChoices,,,,TRUE,,,,,
segmentIntercityBusStationStart,Radio,TRUE,segments,segments,intercityBusStationStart,Gare de départ,Boarding station (departure),,,,,isIntercityBusAndSegmentOriginInTerritoryCustomConditional,,intercityBusStationChoices,,,,TRUE,,,,,
segmentPlaneStationEnd,Radio,TRUE,segments,segments,planeStationEnd,Aéroport d’arrivée,Arrival airport,,,,,isPlaneAndSegmentDestinationInTerritoryCustomConditional,,planeStationChoices,,,,TRUE,,,,,
segmentIntercityRailStationEnd,Radio,TRUE,segments,segments,intercityRailStationEnd,Gare d'arrivée,Exit station (arrival),,,,,isIntercityRailAndSegmentDestinationInTerritoryCustomConditional,,intercityRailStationChoices,,,,TRUE,,,,,
segmentIntercityBusStationEnd,Radio,TRUE,segments,segments,intercityBusStationEnd,Gare d'arrivée,Exit station (arrival),,,,,isIntercityBusAndSegmentDestinationInTerritoryCustomConditional,,intercityBusStationChoices,,,,TRUE,,,,,
segmentBusLines,Custom,VRAI,segments,segments,busLines,"**Ligne(s) de bus utilisée(s)** (dans l'ordre chronologique)
__Pour chaque ligne utilisée, inscrire le numéro de la ligne ou son nom puis sélectionner-la dans la liste des résultats.__","**Bus line(s) taken** (in chronological order)
__For each line, begin by typing the number or name, then select it from the results shown.__",,,,,busConditional,,,,,,TRUE,,,,,"Custom because of the choices that include available bus routes and it's a multiselect

FIXME  segmentBusLines : busValidation · Issue #43 · chairemobilite/od_mtl"
segmentBusLinesWarning,Custom,FALSE,segments,segments,busLinesWarning,Certaines lignes de bus sélectionnées semblent invalides pour ce trajet aux heures mentionnées. Veuillez valider les lignes.,Some bus line(s) seem invalid for this trip. Please validate the lines.,,,,,,,,,,,TRUE,,,,,Custom because of the color and size of the choices
segmentTransitAccessMode,Radio,TRUE,segments,segments,transitAccessMode,**Mode** pour se rendre de {{origin}} **{{stopType}}**,**Mode** of transportation to get from {{origin}} to **{{stopType}}**,,,customLabels={{segmentTransitAccessModeCustomLabel}},,isTransitModeAndDistanceFromOriginCustomConditional,,transitModesChoices,,,,TRUE,,other,,,Needs custom label because of interpolations and custom conditional because of distance calculations
segmentIntercityAccessMode,Radio,TRUE,segments,segments,intercityAccessMode,**Mode** pour se rendre de {{origin}} **{{stopType}}**,**Mode** of transportation to get from {{origin}} to **{{stopType}}**,,,customLabels={{segmentIntercityAccessModeCustomLabel}},,isIntercityAndOriginInTerritoryCustomConditional,,intercityModesChoices,,,,TRUE,,,,,Needs custom label because of interpolations and custom conditional because of distance calculations
tripJunctionPrivateBus,Custom,TRUE,segments,segments,junctionPrivateBus,**Lieu d’embarquement** (montée dans le bus) ,**Boarding location** (getting on the bus),,,,,junctionPrivateBusCustomConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
tripJunctionBusPrivate,Custom,TRUE,segments,segments,junctionBusPrivate,**Lieu de débarquement** (descente du bus) ,**Exit location** (getting off the bus),,,,,junctionBusPrivateCustomConditional,,,,,,TRUE,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
tripJunctionPaidParking,Radio,TRUE,segments,segments,junctionPointPaidParking,**Stationnement** en arrivant  {{stopType}},**Parking** upon arrival at {{stopType}},,,customLabels={{tripJunctionPaidParkingCustomLabel}},,junctionPaidParkingCustomConditional,,paidForParkingChoices,,,,TRUE,,,,,"Custom label because of placeholders

FIXME tripJunctionPaidParking : junctionPaidParkingCustomConditional · Issue #37 · chairemobilite/od_mtl"
segmentHasNextMode,Builtin,TRUE,segments,segments,hasNextMode,Autre mode utilisé pour le déplacement avant l'arrivée?,Other mode of transportation used for the trip before arrival?,,,,,,,,,,,,,,,,
segmentTransitEgressMode,Radio,TRUE,segments,personTrips,transitEgressMode,**Mode** pour se rendre **{{stopType}}** à {{destination}},**Mode** of transportation to get **{{stopType}}** to {{destination}},,,customLabels={{segmentTransitEgressModeCustomLabel}},,isTransitModeAndDistanceToDestinationCustomConditional,,transitModesChoices,,,,TRUE,,other,,,Needs custom label because of interpolations and custom conditional because of distance calculations
segmentIntercityEgressMode,Radio,TRUE,segments,personTrips,intercityEgressMode,**Mode** pour se rendre **{{stopType}}** à {{destination}},**Mode** of transportation to get **{{stopType}}** to {{destination}},,,customLabels={{segmentIntercityEgressModeCustomLabel}},,isIntercityAndDestinationInTerritoryCustomConditional,,intercityModesChoices,,,,TRUE,,,,,Needs custom label because of interpolations and custom conditional because of distance calculations
personTripsCommonTripWith,Checkbox,TRUE,segments,personTrips,commonTripWith,"Ce déplacement (entre {{origin}} et {{destination}}) a-t-il été effectué, en tout ou en partie, **avec un autre membre du ménage**?","Was this trip (between {{origin}} and {{destination}}) made, in part or entirely, **with another household member**?",,,customLabels={{commonTripCustomLabel}},,commonTripCustomConditional,commonTripCustomValidation,commonTripCustomChoices,,,,TRUE,,,,,
buttonSaveTrip,Builtin,TRUE,segments,personTrips,trip.save,Confirmer ce déplacement,Confirm this trip,,,,,,,,,,,,,,,,
buttonConfirmNextSection,Builtin,TRUE,segments,,segments.save,Confirmer les modes de transport et continuer,Confirm modes of transportation and continue,,,,,lastPlaceEnteredCustomConditional,,,,,,,,,,,
activePersonTitle,Builtin,TRUE,travelBehavior,,,,,,,,,,,,,,,TRUE,,,,,
buttonSwitchPerson,Builtin,TRUE,travelBehavior,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personNoWorkTripIntro,InfoText,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personNoWorkTripIntro,**Vous n'avez déclaré aucun déplacement pour le travail** pour {{nickname}} le {{journeyDate}},**You didn't report any work trips** by {{nickname}} on {{journeyDate}},Vous avez déclaré n'avoir fait **aucun déplacement pour le travail** le {{journeyDate}},**You didn't report any work trips** on {{journeyDate}},customLabels={{personNoWorkTripIntroCustomLabel}},,shouldAskForNoWorkTripReasonCustomConditional,,,,,,TRUE,,,,,Custom label because of the date placeholder
personNoWorkTripReason,Radio,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noWorkTripReason,Pour quelle raison?,Why?,,,,,shouldAskForNoWorkTripReasonCustomConditional,requiredValidation,noWorkTripReasonChoices,,,,,,,,,
personNoWorkTripReasonSpecify,String,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noWorkTripReasonSpecify,Spécifier,Specify,,,,,shouldAskForNoWorkTripReasonSpecifyConditional,optionalValidation,,,,,,,,,,
personUsualWorkPlaceIntro,InfoText,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.usualWorkPlaceIntro,{{nickname}} n'a pas fait de déplacement vers son lieu de travail habituel. Pouvez-vous le localiser?,{{nickname}} did not travel to {{gender: his/her/their/their}} usual workplace. Can you locate it?,Vous n'avez pas fait de déplacement vers votre lieu de travail habituel. Pouvez-vous le localiser?,You did not travel to your usual workplace. Can you locate it?,,,hasWorkingLocationNotSetCustomConditional,,,,,,,,,,,
personUsualWorkPlaceName,String,TRUE,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlace.name,**Nom ou adresse** du **lieu habituel de travail** de {{nickname}},**Name or address** of {{nickname}}'s **usual workplace**,**Nom ou adresse** de votre **lieu habituel de travail**,**Name or address** of your **usual workplace**,,,hasWorkingLocationNotSetCustomConditional,,,,,,TRUE,,,,,
personUsualWorkPlaceGeography,Custom,TRUE,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlace.geography,"Position sur la carte
__Localisez le lieu en le recherchant par son nom ou son adresse, ou en naviguant, zoomant et cliquant sur la carte. Une fois localisé, vous pouvez déplacer le point pour plus de précision.__","Location on the map
__Locate the place by searching for its name or address, or by navigating, zooming and clicking on the map. Once located, you can move the pin for greater accuracy.__",,,,,hasWorkingLocationNotSetCustomConditional,,,,,,TRUE,,,,,Custom because it's a map
personUsualWorkPlaceCommuting,Radio,TRUE,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlaceCommuting,"Quel moyen de transport utilise habituellement {{nickname}} pour** se rendre à son lieu de travail**, en automne?
__Si plusieurs modes sont utilisés, indiquer le mode qui représente la plus grande partie de la distance parcourue.
Si {{nickname}} fréquente plusieurs lieux, répondre en fonction du lieu déclaré ci-dessus.__","What mode of transportation does {{nickname}} usually use **to travel to their workplace**, in automn?
__If multiple modes are used, indicate the one that represents the largest share of distance traveled.
If {{nickname}} works at multiple locations, respond based on the location identified above.__","Quel moyen de transport utilisez-vous habituellement pour** vous rendre à votre lieu de travail**, en automne? 
__Si plusieurs modes sont utilisés, indiquer le mode qui représente la plus grande partie de la distance parcourue.
Si vous fréquentez plusieurs lieux, répondre en fonction du lieu déclaré ci-dessus.__","What mode of transportation do you usually use **to travel to your workplace**, in automn?
__If multiple modes are used, indicate the one that represents the largest share of distance traveled.
If you work at multiple locations, respond based on the location identified above.__",customLabels={{personUsualWorkPlaceCommutingCustomLabel}},,hasWorkingLocationNotSetCustomConditional,,usualWorkPlaceCommutingModes,usualWorkPlaceCommutingHelpPopup,,,TRUE,,,,,Custom label for suffix by workplace type
personNoSchoolTripIntro,InfoText,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personNoSchoolTripIntro,**Vous n'avez déclaré aucun déplacement pour les études** pour {{nickname}} le {{journeyDate}},**You didn't report any study trips** for {{nickname}} on {{journeyDate}},Vous avez déclaré n'avoir fait **aucun déplacement pour les études** le {{journeyDate}},**You didn't report any study trips** on {{journeyDate}},customLabels={{personNoSchoolTripIntroCustomLabel}},,shouldAskForNoSchoolTripFollowupCustomConditional,,,,,,TRUE,,,,,Custom label because of the date placeholder
personHasSchoolPlace,Radio,TRUE,travelBehavior,,household.persons.{_activePersonId}.hasSchoolPlace,"Est-ce que {{nickname}} se rend dans un **établissement scolaire** pour étudier?
__Répondre ‘Non’ seulement si {{nickname}} n’effectue que des cours à distance.__","Does {{nickname}} attend **a school or educational institution** for studies?
__Answer “No” only if {{nickname}} takes courses exclusively online.__","Est-ce que vous vous rendez dans un **établissement scolaire** pour étudier?
__Répondre ‘Non’ seulement si vous n’effectuez que des cours à distance.__","Do you attend **a school or educational institution for studies?**
__Answer “No” only if you take courses exclusively online.__",customLabels={{personHasSchoolPlaceCustomLabel}},,shouldAskForNoSchoolTripFollowupCustomConditional,,yesNo,,,,TRUE,,,,,Custom label to change label for 5 years old
personUsualSchoolPlaceName,String,TRUE,travelBehavior,,household.persons.{_activePersonId}.usualSchoolPlace.name,**Nom ou adresse** du **lieu habituel d’études** de {{nickname}},**Name or address** of {{nickname}}'s school or **main study location**,**Nom ou adresse** de votre **lieu habituel d’études**,**Name or address** of your school or **main study location**,,,hasSchoolLocationNotSetConditional,,,,,,TRUE,,,,,
personUsualSchoolPlaceGeography,Custom,TRUE,travelBehavior,,household.persons.{_activePersonId}.usualSchoolPlace.geography,"Position sur la carte
__Localisez le lieu en le recherchant par son nom ou son adresse, ou en naviguant, zoomant et cliquant sur la carte. Une fois localisé, vous pouvez déplacer le point pour plus de précision.__","Location on the map
__Locate the place by searching for its name or address, or by navigating, zooming and clicking on the map. Once located, you can move the pin for greater accuracy.__",,,,,hasSchoolLocationNotSetConditional,,,,,,TRUE,,,,,Custom because it is a map
